id,playtime_forever
0,0.031019331444699084
1,1.017930099842967
2,0.45634663404835607
3,0.5043405708412678
4,6.208215640706045
5,0.39923921250318317
6,0.40513242512275016
7,0.1139124872304052
8,0.32535390070169484
9,5.771754286265275
10,0.8160766144258794
11,0.32355375327287095
12,2.0254933749629553
13,1.5724318079352122
14,6.0953030862211985
15,0.18732223668574283
16,0.1127499105426737
17,0.8106056041181036
18,1.211836310262663
19,1.1918984017931369
20,0.5064495620972597
21,4.935646872473073
22,0.7098951026370144
23,0.20813386261499645
24,0.6895212699896137
25,1.1658143350522023
26,0.486131203845174
27,0.7000162262667093
28,1.3152712714129127
29,1.7114648943749164
30,0.3553494757192124
31,25.112320177970176
32,0.37910292030953785
33,0.4082794533804402
34,7.889922094844154
35,0.07471200886961342
36,7.636590003696853
37,3.332045762282954
38,0.43412919788544785
39,0.41782460777240177
40,2.4612665752376257
41,0.4659097150169518
42,1.0364153308293012
43,0.3778902602614677
44,2.1003713322639386
45,2.300586306214711
46,0.06951729019890776
47,0.43377133171051496
48,0.3113133159324335
49,5.778354086599677
50,0.6446570607088993
51,0.3510259851574865
52,2.1970730445952955
53,0.7728918711326803
54,0.453245275639393
55,0.27322831231376127
56,2.2423372165788558
57,1.241483382208748
58,0.7679418071135953
59,0.3786990146656747
60,0.3561799868840309
61,0.3026024207274205
62,0.3868499812178989
63,5.98262130804066
64,0.3802324408391746
65,0.31817028018278015
66,0.5426052251906156
67,0.44461330266955257
68,0.7265509743524443
69,1.221543813131311
70,1.2040116758728583
71,24.78423835978836
72,2.265362519689918
73,24.566715198945076
74,0.4549381699319198
75,25.112320177970176
76,25.182054911863737
77,1.725386551802457
78,0.3797948621417855
79,0.3313535843785843
80,0.3926594831094829
81,0.6964028387283219
82,0.39022614432136504
83,5.541389702889706
84,2.5477408892148428
85,0.31863037240537234
86,0.029014735237529347
87,5.950021394138774
88,0.6677215211667411
89,5.6999454409797305
